method,iteration,num_sites,sample_size,global_mean,global_var,global_skew,hemi_mean,hemi_var,hemi_skew
'great_circle',35,10,45,9527.43114071667,19937440.414440818,-0.5621624767843468,2306.787787550598,0.0,0.0
'great_circle',36,10,45,10452.622338147226,18743392.309471283,-0.0749376921215885,7722.194600415206,10131288.5678853,0.38028207232458167
'great_circle',37,10,45,9917.082712526186,16230035.560540881,0.601054551473998,8249.505389186428,8271607.115691342,-0.8629340930776828
'great_circle',38,10,45,10875.03595540734,20470505.105264172,0.3150165127228709,8725.717333014405,10504502.17328229,-0.03607585404307709
'great_circle',39,10,45,10369.03182611363,24005941.873049248,0.14293450214229514,8825.19854254688,2390736.181219244,1.1969475108913323
'great_circle',40,10,45,8801.692951760913,15127676.450189395,0.5069844667550093,11090.533332476087,12899350.474207018,0.3514061198729017
'great_circle',41,10,45,10301.932274720895,13513971.510071266,-0.28695592047940754,6730.340683586318,13571104.947599936,2.2890670781480797e-16
'great_circle',42,10,45,10476.52967343201,18533404.853915017,-0.0030474124735041675,8621.252785927003,6238580.574822723,-0.3943482435705754
'great_circle',43,10,45,10002.448513518215,17316570.58641571,-0.04640255200118122,8848.41520558879,11698820.365063038,-0.4982594051837294
'great_circle',44,10,45,12442.310706212744,21013974.729568813,-0.6880045877954766,4134.933196757197,3009330.9103462156,0.43286632345929316
'great_circle',45,10,45,9242.338321032707,21819652.895980217,0.4547879861291606,7266.7747788505685,16027408.805522345,0.10998680368505512
'great_circle',46,10,45,9834.421708594491,16154647.106243063,-0.20267240991364993,8701.932003925946,14617938.6843523,-0.27858276890847455
'great_circle',47,10,45,10547.026116569466,16357205.061629748,-0.522501767554882,6982.482895713733,10697773.60435031,-0.443419666359231
'great_circle',48,10,45,11012.266701972594,16002874.54727002,0.03640128370378364,7967.294624901737,431175.1624612925,-1.9999682714480843e-15
'great_circle',49,10,45,11393.260685158431,21705672.99338587,-0.19628059577933585,9813.440182268925,16146955.55647588,-0.26068796562154534
'great_circle',50,10,45,10210.244725163904,11776648.563650588,-0.3276569260062508,8264.358891807411,12467100.370027246,-0.25699428390039464
'great_circle',51,10,45,9158.579824196982,14828892.921996048,0.24119177969042266,8271.534654487754,15444729.802936146,0.4249764085602999
'great_circle',52,10,45,11779.379453189365,18990772.41234126,-0.38306631269128927,10337.217140752702,19414088.541773617,-0.26488840994060875
'great_circle',53,10,45,10397.230195463955,16092444.442209074,-0.10863203725307216,7378.743771737703,17979909.229358997,0.5130288794156321
'great_circle',54,10,45,11039.825253146892,11855066.267514037,0.16517734185645794,8876.598725906042,6470294.485022958,0.0351038868702628
'great_circle',55,10,45,10747.183290202742,15933947.611314718,-0.22164008855762365,9460.346626220124,11494702.84747582,0.6340442252049138
'great_circle',56,10,45,9271.099115053405,13207894.036349151,0.05846868655202424,nan,nan,nan
'great_circle',57,10,45,10688.722377490514,16574806.850299252,-0.24223095246326157,10057.72419064676,16193400.989687404,-0.24785643362671836
'great_circle',58,10,45,11286.893518675717,17257288.29671924,-0.3100117858443883,7774.116710808715,13644959.68189542,0.5462885110379587
'great_circle',59,10,45,10058.483540398445,18906786.390365668,0.5177002536665504,7606.814240439342,4845397.194939878,1.4663421641770125
'great_circle',60,10,45,11114.594847934215,18502226.691684507,-0.16563077254242042,10451.15503200592,12034343.049820926,0.840936236040379
'great_circle',61,10,45,10178.762872218362,14902233.25844618,0.115034173886794,8366.892365639776,8993551.863583904,-0.07745146678817362
'great_circle',62,10,45,11017.196848799069,20590044.595392324,-0.40442653562279157,9138.657509752225,24022202.828235123,0.5228247557655503
'great_circle',63,10,45,10622.031589285065,18831601.88524952,-0.1464422515880159,5758.631286509342,5745945.161920786,0.28891663362471104
'great_circle',64,10,45,8279.172932620337,14653194.738085492,0.4008093797551008,nan,nan,nan
'great_circle',65,10,45,10745.200879590055,16633010.845862815,0.5403320723119527,9372.568578489856,11890491.986022761,-0.8465945258112314
'great_circle',66,10,45,9828.493598620786,19603683.095831987,0.14181651082559915,6915.174748893243,7402885.92959915,0.4243673722634186
'great_circle',67,10,45,10001.310133830573,33184140.65864539,0.005058617510669202,9304.174691072796,6024909.314017057,-0.3686571911662438
'great_circle',68,10,45,10977.226859713339,16105042.621298257,-0.2791989926372133,8479.301138502366,10131884.968420776,0.8882267596232392
'great_circle',69,10,45,8984.17520971726,33030327.505840275,0.2684926725570914,4008.153789422769,0.0,0.0
'great_circle',70,10,45,11310.94255151369,25817707.77237391,-0.3019205497062159,10016.287455787413,20313566.233584683,-0.4107484706926657
'great_circle',71,10,45,10425.946234407209,24291342.01214788,0.030834569169479967,8793.766349214202,26626930.169595473,0.700098176708392
'great_circle',72,10,45,11375.803901874217,18893229.955648236,-0.08805591280830832,8993.154405341842,10629474.054569691,-0.010525934632582069
'great_circle',73,10,45,10899.64922962783,9827602.80828109,-0.03649094340826767,10229.368926795618,9009209.350995539,0.05159239335010607
'great_circle',74,10,45,11077.022773816205,22321333.5437082,0.05347082306417983,10636.536274930919,24039208.841178596,0.0664315346028271
'great_circle',75,10,45,8559.608413915248,21873734.478337668,0.2723408900070068,6068.447735210174,11727399.573802201,0.7962852498021742
'great_circle',76,10,45,10491.376604990299,12391738.349696541,-0.36735484401108565,7993.158113124602,3388019.3347266437,0.043772623525131976
'great_circle',77,10,45,9867.625781457864,18601305.590467583,0.18230611502269664,6263.197928301127,5560471.480011181,0.40102178084457596
'great_circle',78,10,45,9819.415066874204,19797536.58727712,0.13467496722713618,6523.584343978379,2772099.759207005,-0.657090207973364
'great_circle',79,10,45,9040.167884591858,21798831.406390805,0.07132033618835827,10817.768861809518,20037722.839416284,0.707106781186547
'great_circle',80,10,45,10032.76289461499,14262745.484732382,0.3211372827826144,6850.189429323576,6606174.945799816,1.1547005383792504
'great_circle',81,10,45,10225.38032001614,15401508.814145284,-0.5591572804325927,7902.853478797362,10237070.961586488,-0.6911202950308305
'great_circle',82,10,45,11085.655946571016,14920309.510354538,-0.01558189899870785,10900.095412912095,16385801.615907773,-0.342139902115814
'great_circle',83,10,45,10844.581399008071,24200613.192230072,-0.4573109955708826,9194.452261146753,11261890.703724744,0.40705918686320636
'great_circle',84,10,45,10376.741439502737,20228039.951792937,-0.03750666507257043,8525.675743037398,22109512.662050992,0.6082526362465265
'great_circle',85,10,45,10844.15987143766,21731804.139823712,-0.2861190856817809,6997.538110706849,6645765.488258052,0.002618608982731221
'great_circle',86,10,45,10265.881777622104,20980326.023900066,-0.05173761486643436,8160.8227713237375,21337683.75343652,-0.12257961041611003
'great_circle',87,10,45,10111.382684122056,11967922.878746372,0.31854938040465913,10333.848513358545,11585408.687243339,0.10166894244160754
'great_circle',88,10,45,9826.225811380118,21044678.265856333,-0.16511310758743267,10818.321058036878,19018861.02167505,-0.30961398439096616
'great_circle',89,10,45,8533.211706428992,10363003.76232197,0.49844282405820206,7682.679132147462,6977024.977234478,0.5283635791337868
'great_circle',90,10,45,10089.765913809382,19563401.02862449,-0.47390502934220746,8424.679738225024,27372002.412059925,-0.28719809737189755
'great_circle',91,10,45,9502.631224191418,25277411.24066709,0.15059793471797342,6281.501853207657,6401246.662864996,-1.0304117781324815
'great_circle',92,10,45,9891.50063219605,19968838.25780449,-0.3127581015612655,8272.726329251953,23308564.520175915,-0.2523198230794344
'great_circle',93,10,45,8543.83223823738,16024960.91457501,-0.3209099596618748,6085.008668583893,19113328.47495283,1.234315716070497
'great_circle',94,10,45,10229.840314098215,14003045.79830666,0.3332461870710225,10473.944504682764,13837923.219451735,0.40191636862307406
'great_circle',95,10,45,9796.918531766034,17160768.508613434,0.1413433533455845,7822.810492231602,13119240.613659073,0.5737389802640538
'great_circle',96,10,45,12154.035511956674,19325706.62960797,-0.629537642007223,10563.490811162761,7654498.567084608,-0.7593151561162157
'great_circle',97,10,45,10636.160771382085,17009979.67468286,-0.09720432648456229,9307.585293298682,14813757.976813268,0.05176155800376254
'great_circle',98,10,45,8735.226952157022,13007565.670912001,0.2749542311777795,4181.618639255813,5309696.944331736,-1.1533583074606475
'great_circle',99,10,45,9310.599211138677,24547950.007119693,0.03241991881780462,7261.797067232093,8078795.775581748,0.2568617823511001
'great_circle',0,50,1225,10134.190640944425,17576511.80429697,-0.025291106586988,8613.257148269833,15933116.726531135,0.11937756409806492
'great_circle',1,50,1225,10410.001676976828,19361671.717080906,-0.12671894661251915,8237.171967385164,13983821.765254898,0.025103916231349745
'great_circle',2,50,1225,9946.500513866014,19142524.877910934,-0.00632474841139515,8039.690100046017,18300997.662812218,0.28346006966207127
'great_circle',3,50,1225,10096.799753883852,19655872.24908276,0.004405686295411872,7334.277929747286,12378707.65542242,0.5649990237690635
'great_circle',4,50,1225,9869.942370661516,18839328.07500734,0.050845055004353885,8333.295937533458,18078290.47466256,0.11998772644455279
'great_circle',5,50,1225,9755.731358265903,17812692.322565515,0.06825297918068796,7650.289771529116,11895858.028222518,0.21599436415764478
'great_circle',6,50,1225,10027.152376215477,18311854.48735118,0.06715437857606439,7597.439011728402,10412702.377179738,0.2287328311449266
'great_circle',7,50,1225,10253.219838008155,19303714.4188238,0.02651778117720882,8187.416359813316,13957466.349950833,0.1686259725217029
'great_circle',8,50,1225,9945.969368097096,19681826.593023606,0.01543755407606495,8822.668297208204,15613475.03217802,0.11603542395881188
'great_circle',9,50,1225,9901.18333001414,18691937.11051686,0.057475592933457484,8034.400862544849,15968517.426865526,0.5553781704572307
'great_circle',10,50,1225,10393.284097401815,19215856.260569807,0.024453863734282953,8763.189313110295,18776148.558518186,0.2992664224629217
'great_circle',11,50,1225,9952.900182004827,18104765.373801842,0.017001065526477118,7840.070483428972,13024580.087948626,0.3050980004801276
'great_circle',12,50,1225,9758.211582747048,18989482.895706482,0.0816358558399415,8491.504684773778,15362555.351544062,0.1397114519070235
'great_circle',13,50,1225,9856.860257620192,20474284.80429027,0.05050578319737339,7687.417737650584,15400321.354939396,0.4137907994524034
'great_circle',14,50,1225,10066.148241256788,18676070.210607093,-0.10856283797508373,6464.160524009011,9146528.07875057,0.45810041638189475
'great_circle',15,50,1225,10135.92431150905,18670088.557909105,-0.0027657782860309905,7969.887241907276,14535328.500935635,0.2384373015983624
'great_circle',16,50,1225,10316.251365343991,19134681.680719428,-0.07504743186574186,8207.50041204709,17657445.53568848,0.1393850627179493
'great_circle',17,50,1225,10152.094858905619,19289650.67687521,-0.08928373342626969,8384.984401052938,14275008.596656917,0.22226947633212696
'great_circle',18,50,1225,9573.900890493262,18175875.415240042,0.14716696573554558,7544.299656873835,12767262.82004656,0.1956396153879532
'great_circle',19,50,1225,9880.274646764005,20243381.676615234,-0.07292688276651414,7282.9555807542365,13599597.726961553,0.16225300737925694
'great_circle',20,50,1225,10125.598122680456,18715589.96656537,-0.07090199050914926,8249.776805425385,15303400.051821984,0.1502143695258211
'great_circle',21,50,1225,10065.860853218268,18742051.277353913,0.02284287778785555,9061.042112447887,15984268.112049967,0.13320410793873938
'great_circle',22,50,1225,10141.176770246255,19231750.324762,-0.0760374746810171,8980.168822731226,18711389.20585438,-0.07390764585999673
'great_circle',23,50,1225,10007.074870030727,19077199.243098598,-0.0650227277035172,8157.236059571183,15336299.524010161,0.3133829563398987
'great_circle',24,50,1225,10054.829939890255,18977084.041827355,0.045802707813935035,7865.620423978303,10901528.623830844,0.1690218306841268
'great_circle',25,50,1225,9997.121768083052,18541673.588699102,0.03841521520761801,8309.724779819133,14667904.185979052,0.18469512932921506
'great_circle',26,50,1225,9480.908185886405,18715619.12683748,0.11545297180549259,7043.99825638053,12296853.055192929,0.039066939596205004
'great_circle',27,50,1225,9881.272971934108,20438490.69681537,0.019469045201954815,7408.167326425842,14664707.156702336,0.3191771102166837
'great_circle',28,50,1225,10121.487054190793,19128939.796186972,0.007018056939929944,8166.1036979732935,16244904.153067794,0.12833109388500671
'great_circle',29,50,1225,9902.236886427698,20598564.262398932,-0.03881091131759182,6707.3366616235735,11942597.067271905,0.2687459913470646
'great_circle',30,50,1225,9942.284149157636,18470758.20931691,0.05252836714007459,8639.49334780459,16572504.781496687,0.28550054088941057
'great_circle',31,50,1225,9972.566564636998,19571338.82709903,-0.009250614126872593,7953.269805641668,14865978.900322815,0.23486735853456508
'great_circle',32,50,1225,9943.278828848948,19252126.233562082,0.015179421650598466,8937.14666782527,16823760.485908147,-0.05775412051040961
'great_circle',33,50,1225,10220.133735999781,19762593.774035234,0.012358217829614033,9121.650548423164,18074061.842659876,-0.06391092887412982
'great_circle',34,50,1225,9788.160080435173,20383603.39142937,0.08884145529483589,7340.61993090994,13024143.944106136,0.3524030857799417
'great_circle',35,50,1225,10042.784859112024,19072765.898788463,-0.05331114877021952,8068.920004460964,15136834.49335693,0.3289284276232737
'great_circle',36,50,1225,10317.799138937547,19092177.93476746,-0.14167789822025548,8752.267849601034,18919998.26216038,0.18221194794467843
'great_circle',37,50,1225,9607.310611648903,19390399.39965002,0.12063410148474385,8858.273561081629,16366337.18628879,0.07016192279783552
'great_circle',38,50,1225,10116.218195672045,18696917.955110416,-0.058087796672563724,8279.313188612337,14879950.077390429,-0.08216003493843954
'great_circle',39,50,1225,9860.444569487952,19710444.650394,-0.009182063909568354,8432.029680047675,17907148.621142123,0.26963878688700693
'great_circle',40,50,1225,10014.292655857913,17741930.957413934,-0.007639656676194141,7730.077664916409,13368738.328196164,0.1785637107733094
'great_circle',41,50,1225,10077.278312050488,18366848.3723354,0.0420327112886944,8838.121020728786,13899827.605943805,0.18450509234683266
'great_circle',42,50,1225,10182.343204156352,18910658.447491508,-0.04301130303767781,7899.789255880775,12065518.968510844,0.04020498607215089
'great_circle',43,50,1225,10127.537493131027,18321058.735350728,-0.026995495019219374,8658.29184466715,17943051.457538415,0.1908372331042895
'great_circle',44,50,1225,10021.955346062317,20994932.504150305,0.029905859126128653,8895.234030405452,20393530.139652338,0.18387410383868769
'great_circle',45,50,1225,10127.99430783011,20387413.5330947,-0.03666291092642821,8373.61191018866,17333031.036548764,-0.007918120079292714
'great_circle',46,50,1225,9794.213994510164,18296712.94356411,0.11819151670217884,8018.405708805706,15991115.301119953,0.5868653448962768
'great_circle',47,50,1225,9900.16637605206,18123646.51471136,0.0483341829789901,7860.706480112176,12980427.963499676,0.435419896145238
'great_circle',48,50,1225,10054.413546764348,19882305.911958948,0.0859916511088171,7789.122765519385,13327832.140047707,0.5369986081413889
'great_circle',49,50,1225,10197.912227588102,19356515.80437234,-0.1160888727715669,8600.648111115568,15393509.558868585,0.12261480096452772
'great_circle',50,50,1225,10004.819488672487,19292595.39320728,0.007131207128520807,8717.06529456827,18024757.791450813,0.1134390630816548
'great_circle',51,50,1225,10210.791954613955,19811240.541306708,-0.020424944577119887,7934.565434444319,13443193.032257173,0.22002940028950915
'great_circle',52,50,1225,9562.965942446845,18843525.32770172,0.14508975421163153,8365.627470528356,13660103.992253995,0.12066212860203124
'great_circle',53,50,1225,9923.565856193718,17972068.995742053,-0.02914910794046643,7914.729777938848,15317991.868719703,0.32502247245659954
'great_circle',54,50,1225,10091.120673125251,18256611.60411236,0.002440189411808223,8169.631146162029,13995628.385735374,0.19561670761368494
'great_circle',55,50,1225,10193.674616885697,17637209.265527137,0.04867303181487692,8850.87118570317,15176114.417430094,0.1640108917757543
'great_circle',56,50,1225,10137.07803248232,19280593.339229673,0.015724564279276192,8035.620319017546,15372450.850690842,0.22758645623018697
'great_circle',57,50,1225,9953.086918489465,19286432.90494003,0.005794169204254008,8350.166291619651,16606702.381028136,0.16108351660652545
'great_circle',58,50,1225,9964.96180590528,21222077.869083,0.006219921573665499,6819.4682582061505,11245325.59660232,0.47171811779771206
'great_circle',59,50,1225,10274.731714041276,18284964.629468635,0.0012621093775005518,8058.505201756995,15073791.330406977,0.31901159118953754
'great_circle',60,50,1225,10032.541126171735,18639927.76567329,0.051005883787078404,8480.40254047839,14905987.529099395,0.23752707323386626
'great_circle',61,50,1225,10363.310693894455,17881784.73399119,-0.11427318619731411,8220.375610386769,15096343.639023637,0.23738921612836597
'great_circle',62,50,1225,9836.042130114662,18260073.447886802,-0.022908136155800302,8281.515510042836,16283038.856775003,0.14634121459251945
'great_circle',63,50,1225,9785.412014133572,19854290.098796476,0.03010295754467998,8061.676997337358,17193289.94433395,0.23483093308067915
'great_circle',64,50,1225,10103.952717173694,19354824.007106792,-0.02554219366197051,8456.096048073923,18345146.755473867,0.3694221736134767
'great_circle',65,50,1225,10155.095938116756,18140829.174120612,0.02517025149564509,7404.411860236654,11021803.519620731,0.3265722252069293
'great_circle',66,50,1225,10163.691884668891,19227490.775074918,0.019170229638131555,8651.486457361249,17551759.19795381,0.20206884496603456
'great_circle',67,50,1225,10146.347203447647,20655766.326436736,-0.05833333345825296,7947.353617955152,20209457.282697193,0.2390421915725981
'great_circle',68,50,1225,10142.219738272946,19510669.86103112,-0.01693623496512896,8275.112798518425,18790746.06272759,0.26162377472393067
'great_circle',69,50,1225,9803.967720873383,18197564.885273095,0.06400593201125448,7601.501139134506,13592705.69578285,0.19111068896282593
'great_circle',70,50,1225,10045.51513405987,18109719.879313674,0.07619007570012475,8275.185348804845,12861487.138656093,0.2359940357954488
'great_circle',71,50,1225,9768.155422396781,18853248.9460065,0.022570624922682973,8240.710785871339,17627363.04824826,0.11408803976087653
'great_circle',72,50,1225,9885.526588085635,20638649.88865325,0.08715572806712821,9023.74391297081,17853428.785694037,0.18439542815936755
'great_circle',73,50,1225,10056.86126327472,18353655.165968433,-0.048981374954128416,8543.136195566789,16291387.75679804,0.18870298922059459
'great_circle',74,50,1225,9732.338029688677,19264189.632567804,0.06482607084660907,7632.612607851255,20044483.229925994,0.4927123093544683
'great_circle',75,50,1225,10080.799257268041,19132159.463107187,0.006063807601227389,7798.9306490411145,14210148.385249395,0.2485279217313578
'great_circle',76,50,1225,10082.117135897284,20221612.47235516,-0.09667358920943317,9102.962893256383,20034474.57894086,-0.07884001090099173
'great_circle',77,50,1225,9910.85102633329,18355794.68431834,0.08766417256771225,8396.305913257576,15393780.542252578,0.3040221931760107
'great_circle',78,50,1225,9927.638350766963,19089314.82154203,0.12261790808930034,7348.599738711591,12461019.053824354,0.4103669157425933
'great_circle',79,50,1225,10246.92388508573,21167821.49744303,-0.04601863433807122,7917.922527705078,17212566.010097068,0.30320130096278086
'great_circle',80,50,1225,9918.150077712578,19999253.31450525,0.11044559844729034,8613.60154572609,15583968.981063165,0.2079126734758762
'great_circle',81,50,1225,10168.123869324345,21724730.614739392,-0.031568535809304785,9337.767550503826,15774090.408861993,-0.054863103365838516
'great_circle',82,50,1225,10128.472047851783,18270997.85092772,-0.1005642141627234,7279.208868783962,13486715.800230553,0.4693828206399375
'great_circle',83,50,1225,10094.410190856448,19097805.606258515,0.013304095188353989,8160.219962611632,14394182.279322686,0.312995728308801
'great_circle',84,50,1225,10108.247655680678,19270394.247393917,0.024196639569478928,8205.252019780377,16133336.371245671,0.45439981187860196
'great_circle',85,50,1225,10196.602264939285,18244746.693347443,-0.03916050459388251,7837.064097128887,13555478.546530852,0.27091496185793207
'great_circle',86,50,1225,9952.086688559064,19844529.095555704,0.010082069559305632,8223.291827247778,15642123.917828685,0.38014738297664413
'great_circle',87,50,1225,10041.03949336691,18284893.624169014,-0.05751537023648954,8359.596481506605,15967824.279358242,0.12378282159407498
'great_circle',88,50,1225,9825.433443264319,19061437.28193976,0.0542123173651919,8702.079922786452,18987962.074714642,0.26019112090665997
'great_circle',89,50,1225,9761.609218396154,19801942.006505582,-0.021656485674557944,8640.304967769547,17332556.81060262,-0.029234406294831396
'great_circle',90,50,1225,10151.53727706265,19130136.167354554,-0.0541611328518772,9216.149899172964,20803450.62251336,0.07725605000088191
'great_circle',91,50,1225,9834.477542174067,18498450.083758805,0.11392627508685946,8585.676129078853,17696387.695370033,0.06237859261945931
'great_circle',92,50,1225,10182.505185613754,17836268.82453591,-0.08492597405021195,8796.981796537995,15296789.099165834,0.4515613655059125
'great_circle',93,50,1225,10085.06192405483,19324443.79531658,-0.03644667539050844,7715.685510129991,13288302.876217414,0.33501801581620755
'great_circle',94,50,1225,9952.630458188161,18802053.90640753,0.061243819411902094,8470.355321192761,17916657.283989623,0.34739345221702994
'great_circle',95,50,1225,10242.963723469227,18231576.833412368,-0.1522524789674856,8646.53301083009,16228457.42130286,-0.10845446832113141
'great_circle',96,50,1225,10005.247384374985,19068895.924170718,-0.05344836035536663,8717.695345371507,18820642.5561941,0.14120364200144006
'great_circle',97,50,1225,10090.438180004316,19916089.64268681,-0.02043349835963321,8185.21521260301,13999948.74376064,0.080650235613105
'great_circle',98,50,1225,10102.469308843314,19309033.097881295,0.051355544235696424,8238.461876372437,15385533.944362966,0.25722566207955183
'great_circle',99,50,1225,9915.085684574147,18162251.804525994,-0.05098432572290266,8371.524245491402,13550772.295945678,-0.07616451851729739
'great_circle',0,100,4950,9831.341369816884,19541795.09505426,0.04282801399304184,7683.164569119952,14467556.461819634,0.2976065761554878
'great_circle',1,100,4950,9803.73856901927,19554436.11969749,0.03248463480760957,7679.65366526204,13755483.712721683,0.24326239567729238
'great_circle',2,100,4950,10005.358986993278,19450110.61159011,0.010161558985798923,7845.1688754577135,14600922.78414357,0.2366867912052154
'great_circle',3,100,4950,10063.705172229122,19185426.108321473,0.029575495354451746,7440.101779889204,12207525.652706474,0.3511807489216012
'great_circle',4,100,4950,9907.314130116334,18747092.115977112,0.012327287703389823,8158.348197488509,15047855.713419188,0.15177775169735178
'great_circle',5,100,4950,10038.69343081806,19141879.028641474,0.017541728318195584,7804.3402000372425,13727159.68666832,0.2621132885215641
'great_circle',6,100,4950,10080.835817796587,19172488.03235207,-0.012046839037716311,8189.156003621888,15421796.29206232,0.3122731945631891
'great_circle',7,100,4950,9947.225069444186,19241408.88262902,0.0455017750832665,7494.544466532381,13468924.125253076,0.3597465325775989
'great_circle',8,100,4950,10058.88515211555,20146015.36928445,-0.006271693660966701,8306.833054662617,15672573.073500521,0.17638244300771624
'great_circle',9,100,4950,10013.711082203703,18624693.335267387,0.010524070970612868,8038.314775622902,14648394.407686086,0.2992131969134369
'great_circle',10,100,4950,10064.481996464214,18827198.952075757,-0.008575407652707753,8334.804506595196,15155882.837550582,0.15861247654450955
'great_circle',11,100,4950,10065.163443958043,19467101.25717207,-0.006325707086413014,8227.129242220177,15594518.656285165,0.2986713730544555
'great_circle',12,100,4950,10065.788045467903,19349764.795458123,-0.01068480031942953,8194.558184537567,16199181.442250842,0.18322874197328354
'great_circle',13,100,4950,9982.319311212164,18977848.01179973,-0.0023597278682366473,8343.19154443955,15563686.594605241,0.24667424984625222
'great_circle',14,100,4950,10099.074187098468,18918544.454576913,0.0107441928408259,8385.660908051983,15732232.443452315,0.2490363495610748
'great_circle',15,100,4950,9869.25976115289,18629833.919110797,0.005834619702907281,8609.42004380899,17003544.80985009,0.2376864701939181
'great_circle',16,100,4950,10050.833114879108,18872330.59498451,0.012986915837656172,8495.208948462572,16093693.659006275,0.19479367841341957
'great_circle',17,100,4950,10016.38547199649,19096773.816806264,0.013027881523035434,8039.886765464625,15348303.517122837,0.23404431749565016
'great_circle',18,100,4950,10071.604182599265,18571663.04340556,-0.037659408557637886,7822.736005837492,14279592.526249332,0.23022984121804924
'great_circle',19,100,4950,10004.430691153335,18845484.800784834,-0.02008970274771502,7949.245318603289,14235448.31925802,0.15434213075934677
'great_circle',20,100,4950,10101.937911792582,18571749.90651199,-0.00998104798450986,8130.978645974205,15405269.577735486,0.15061362239396484
