SampleID	latitude_deg	longitude_deg
864.NFS002.lane2.NoIndex	51.024	100.772
864.NFS002control.lane2.NoIndex	51.024	100.772
864.NFS004.lane2.NoIndex	51.024	100.772
864.NFS004control.lane2.NoIndex	51.024	100.772
864.NFS1.lane2.NoIndex	51.024	100.772
864.NFS1.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.NFS1control.lane2.NoIndex	51.024	100.772
864.NFS2.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.NFS3.lane2.NoIndex	51.024	100.772
864.NFS3.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.NFS3control.lane2.NoIndex	51.024	100.772
864.NFS4.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.OSC.2.2009a.lane2.NoIndex	51.024	100.772
864.OSC.4.2009a.lane2.NoIndex	51.024	100.772
864.OSC.6.2009a.lane2.NoIndex	51.024	100.772
864.OTC.R.2.2009a.lane2.NoIndex	51.024	100.772
864.OTC.R.4.2009a.lane2.NoIndex	51.024	100.772
864.OTC.R.6.2009a.lane2.NoIndex	51.024	100.772
864.OTC.V.2.2009a.lane2.NoIndex	51.024	100.772
864.OTC.V.4.2009a.lane2.NoIndex	51.024	100.772
864.OTC.V.6.2009a.lane2.NoIndex	51.024	100.772
864.OTC.addppt.12.2009b.lane2.NoIndex	51.024	100.772
864.OTC.addppt.13.2009b.lane2.NoIndex	51.024	100.772
864.OTC.addppt.15.2009b.lane2.NoIndex	51.024	100.772
864.OTC.noppt.12.2009b.lane2.NoIndex	51.024	100.772
864.OTC.noppt.13.2009b.lane2.NoIndex	51.024	100.772
864.OTC.noppt.15.2009b.lane2.NoIndex	51.024	100.772
864.R001.OTC.lane2.NoIndex	51.024	100.772
864.R001control.lane2.NoIndex	51.024	100.772
864.R06.OTC.lane2.NoIndex	51.024	100.772
864.R06control.lane2.NoIndex	51.024	100.772
864.RIP1.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.RIP2.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.RIP3.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.RIP4.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.RN01.OTC.lane2.NoIndex	51.024	100.772
864.RN01control.lane2.NoIndex	51.024	100.772
864.RP003.OTC.lane2.NoIndex	51.024	100.772
864.RP003control.lane2.NoIndex	51.024	100.772
864.SFS1.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.SFS2.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.SFS3.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
864.SFS4.2010.OTC.ET.b.lane2.NoIndex	51.024	100.772
889.25May.1	38.419	14.961
889.25May.2	38.419	14.962
889.25May.3	38.42	14.963
889.25May.4	38.422	14.967
889.26May.1	38.419	14.961
889.26May.2	38.419	14.962
889.26May.3	38.42	14.963
889.26May.4	38.422	14.967
894.UY159.lane3.NoIndex.L003	-37.673563	145.89612
894.MR507.lane3.NoIndex.L003	-37.625347	145.57919
894.YY1596.lane5.NoIndex.L005	-37.53966	145.139673
894.OS584.lane3.NoIndex.L003	-37.708936	145.785023
894.OS1266.lane5.NoIndex.L005	-37.708936	145.785023
894.YY1803.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1858.lane2.NoIndex.L002	-37.53966	145.139673
894.GV1662.lane5.NoIndex.L005	-37.619704	144.901997
894.F1442.lane5.NoIndex.L005	-29.53	145.49
894.McM1801.lane5.NoIndex.L005	-37.625347	145.57919
894.UY1338.lane5.NoIndex.L005	-37.673563	145.89612
894.YY1832.lane2.NoIndex.L002	-37.53966	145.139673
894.MR514.lane3.NoIndex.L003	-37.625347	145.57919
894.MR489.lane3.NoIndex.L003	-37.625347	145.57919
894.OS1715.lane5.NoIndex.L005	-37.708936	145.785023
894.YY1827.lane2.NoIndex.L002	-37.53966	145.139673
894.GV1669.lane5.NoIndex.L005	-37.619704	144.901997
894.OR400.lane3.NoIndex.L003	-37.708936	145.785023
894.UY929.lane3.NoIndex.L003	-37.673563	145.89612
894.UY787.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1618.lane5.NoIndex.L005	-37.53966	145.139673
894.OS1681.lane5.NoIndex.L005	-37.708936	145.785023
894.SV1321.lane5.NoIndex.L005	-37.827006	145.415048
894.MR192.lane3.NoIndex.L003	-37.625347	145.57919
894.OS469.lane3.NoIndex.L003	-37.708936	145.785023
894.SL866.lane3.NoIndex.L003	-37.681999	145.293841
894.UY91.lane3.NoIndex.L003	-37.673563	145.89612
894.OS626.lane3.NoIndex.L003	-37.708936	145.785023
894.OS1697.lane5.NoIndex.L005	-37.708936	145.785023
894.UY775.lane3.NoIndex.L003	-37.673563	145.89612
894.OS636.lane3.NoIndex.L003	-37.708936	145.785023
894.UY729.lane3.NoIndex.L003	-37.673563	145.89612
894.UY1358.lane5.NoIndex.L005	-37.673563	145.89612
894.MR220.lane3.NoIndex.L003	-37.625347	145.57919
894.OR393.lane3.NoIndex.L003	-37.708936	145.785023
894.UY1346.lane5.NoIndex.L005	-37.673563	145.89612
894.YY1141.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1874.lane2.NoIndex.L002	-37.53966	145.139673
894.YY1147.lane5.NoIndex.L005	-37.53966	145.139673
894.UY1359.lane5.NoIndex.L005	-37.673563	145.89612
894.SV2002.lane2.NoIndex.L002	-37.827006	145.415048
894.YY1652.lane5.NoIndex.L005	-37.53966	145.139673
894.SV1315.lane5.NoIndex.L005	-37.827006	145.415048
894.F1455.lane5.NoIndex.L005	-29.53	145.49
894.OS589.lane3.NoIndex.L003	-37.708936	145.785023
894.UY762.lane3.NoIndex.L003	-37.673563	145.89612
894.UY1345.lane5.NoIndex.L005	-37.673563	145.89612
894.SV1757.lane5.NoIndex.L005	-37.827006	145.415048
894.OS451.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1169.lane5.NoIndex.L005	-37.53966	145.139673
894.MR196.lane3.NoIndex.L003	-37.625347	145.57919
894.OS527.lane3.NoIndex.L003	-37.708936	145.785023
894.MR943.lane3.NoIndex.L003	-37.625347	145.57919
894.MR230.lane3.NoIndex.L003	-37.625347	145.57919
894.OS1703.lane5.NoIndex.L005	-37.708936	145.785023
894.SV1396.lane5.NoIndex.L005	-37.827006	145.415048
894.OS565.lane3.NoIndex.L003	-37.708936	145.785023
894.SV1751.lane5.NoIndex.L005	-37.827006	145.415048
894.YY1861.lane2.NoIndex.L002	-37.53966	145.139673
894.OS1936.lane2.NoIndex.L002	-37.708936	145.785023
894.YY976.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1069.lane5.NoIndex.L005	-37.53966	145.139673
894.SL845.lane3.NoIndex.L003	-37.681999	145.293841
894.YY1630.lane5.NoIndex.L005	-37.53966	145.139673
894.UY799.lane3.NoIndex.L003	-37.673563	145.89612
894.OS623.lane3.NoIndex.L003	-37.708936	145.785023
894.UY654.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1190.lane5.NoIndex.L005	-37.53966	145.139673
894.UY182.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1609.lane5.NoIndex.L005	-37.53966	145.139673
894.OS454.lane3.NoIndex.L003	-37.673563	145.89612
894.UY761.lane3.NoIndex.L003	-37.673563	145.89612
894.UY1780.lane5.NoIndex.L005	-37.673563	145.89612
894.UY1360.lane5.NoIndex.L005	-37.673563	145.89612
894.SV1412.lane5.NoIndex.L005	-37.827006	145.415048
894.SV1324.lane5.NoIndex.L005	-37.827006	145.415048
894.UY1337.lane5.NoIndex.L005	-37.673563	145.89612
894.YY983.lane5.NoIndex.L005	-37.53966	145.139673
894.YY992.lane5.NoIndex.L005	-37.53966	145.139673
894.UY692.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1191.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1110.lane5.NoIndex.L005	-37.53966	145.139673
894.MR936.lane3.NoIndex.L003	-37.625347	145.57919
894.SL861.lane3.NoIndex.L003	-37.681999	145.293841
894.YY1586.lane5.NoIndex.L005	-37.53966	145.139673
894.MR207.lane3.NoIndex.L003	-37.625347	145.57919
894.UY920.lane3.NoIndex.L003	-37.673563	145.89612
894.OS540.lane3.NoIndex.L003	-37.708936	145.785023
894.YY1650.lane5.NoIndex.L005	-37.53966	145.139673
894.UY29.lane3.NoIndex.L003	-37.673563	145.89612
894.SV1733.lane5.NoIndex.L005	-37.827006	145.415048
894.OS1242.lane5.NoIndex.L005	-37.708936	145.785023
894.YY1636.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1170.lane5.NoIndex.L005	-37.53966	145.139673
894.OS474.lane3.NoIndex.L003	-37.708936	145.785023
894.YY1828.lane2.NoIndex.L002	-37.53966	145.139673
894.UY43.lane3.NoIndex.L003	-37.673563	145.89612
894.OS1258.lane5.NoIndex.L005	-37.708936	145.785023
894.YY1195.lane5.NoIndex.L005	-37.53966	145.139673
894.OS1243.lane5.NoIndex.L005	-37.708936	145.785023
894.YY1873.lane2.NoIndex.L002	-37.53966	145.139673
894.YY1575.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1098.lane5.NoIndex.L005	-37.53966	145.139673
894.GV1025.lane5.NoIndex.L005	-37.619704	144.901997
894.YY1850.lane2.NoIndex.L002	-37.53966	145.139673
894.YY1168.lane5.NoIndex.L005	-37.53966	145.139673
894.OR382.lane3.NoIndex.L003	-37.708936	145.785023
894.YY1626.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1591.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1629.lane5.NoIndex.L005	-37.53966	145.139673
894.UY11.lane3.NoIndex.L003	-37.673563	145.89612
894.GV1008.lane5.NoIndex.L005	-37.619704	144.901997
894.GV1898.lane2.NoIndex.L002	-37.619704	144.901997
894.UY931.lane3.NoIndex.L003	-37.673563	145.89612
894.MR187.lane3.NoIndex.L003	-37.625347	145.57919
894.YY1867.lane2.NoIndex.L002	-37.53966	145.139673
894.GV1884.lane2.NoIndex.L002	-37.619704	144.901997
894.YY1857.lane2.NoIndex.L002	-37.53966	145.139673
894.UY725.lane3.NoIndex.L003	-37.673563	145.89612
894.F1552.lane5.NoIndex.L005	-29.53	145.49
894.GV1017.lane5.NoIndex.L005	-37.619704	144.901997
894.UY641.lane3.NoIndex.L003	-37.673563	145.89612
894.UY706.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1078.lane5.NoIndex.L005	-37.53966	145.139673
894.UY789.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1627.lane5.NoIndex.L005	-37.53966	145.139673
894.OS618.lane3.NoIndex.L003	-37.708936	145.785023
894.SV2007.lane2.NoIndex.L002	-37.827006	145.415048
894.YY1089.lane5.NoIndex.L005	-37.53966	145.139673
894.SL881.lane3.NoIndex.L003	-37.681999	145.293841
894.UY804.lane3.NoIndex.L003	-37.673563	145.89612
894.GV1908.lane2.NoIndex.L002	-37.619704	144.901997
894.OR387.lane3.NoIndex.L003	-37.708936	145.785023
894.GV1897.lane2.NoIndex.L002	-37.619704	144.901997
894.UY1786.lane5.NoIndex.L005	-37.673563	145.89612
894.OS566.lane3.NoIndex.L003	-37.708936	145.785023
894.UY147.lane3.NoIndex.L003	-37.673563	145.89612
894.UY1366.lane5.NoIndex.L005	-37.673563	145.89612
894.SL887.lane3.NoIndex.L003	-37.681999	145.293841
894.OS628.lane3.NoIndex.L003	-37.708936	145.785023
894.UY1370.lane5.NoIndex.L005	-37.673563	145.89612
894.OR399.lane3.NoIndex.L003	-37.708936	145.785023
894.OR392.lane3.NoIndex.L003	-37.708936	145.785023
894.UY669.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1065.lane5.NoIndex.L005	-37.53966	145.139673
894.MR229.lane3.NoIndex.L003	-37.625347	145.57919
894.OS533.lane3.NoIndex.L003	-37.708936	145.785023
894.UY728.lane3.NoIndex.L003	-37.673563	145.89612
894.OS535.lane3.NoIndex.L003	-37.708936	145.785023
894.C1514.lane5.NoIndex.L005	-37.939848	145.412228
894.UY733.lane3.NoIndex.L003	-37.673563	145.89612
894.UY98.lane3.NoIndex.L003	-37.673563	145.89612
894.SL823.lane3.NoIndex.L003	-37.681999	145.293841
894.YY1137.lane5.NoIndex.L005	-37.53966	145.139673
894.OS442.lane3.NoIndex.L003	-37.673563	145.89612
894.SV1318.lane5.NoIndex.L005	-37.827006	145.415048
894.UY1792.lane5.NoIndex.L005	-37.673563	145.89612
894.GV1031.lane5.NoIndex.L005	-37.619704	144.901997
894.MR209.lane3.NoIndex.L003	-37.625347	145.57919
894.SV1538.lane5.NoIndex.L005	-37.827006	145.415048
894.UY1381.lane5.NoIndex.L005	-37.673563	145.89612
894.MR491.lane3.NoIndex.L003	-37.625347	145.57919
894.GV1892.lane2.NoIndex.L002	-37.619704	144.901997
894.OR351.lane3.NoIndex.L003	-37.708936	145.785023
894.MR291.lane3.NoIndex.L003	-37.625347	145.57919
894.SV1284.lane5.NoIndex.L005	-37.827006	145.415048
894.UY1343.lane5.NoIndex.L005	-37.673563	145.89612
894.SL854.lane3.NoIndex.L003	-37.681999	145.293841
894.UY149.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1197.lane5.NoIndex.L005	-37.53966	145.139673
894.OS1918.lane2.NoIndex.L002	-37.708936	145.785023
894.UY1364.lane5.NoIndex.L005	-37.673563	145.89612
894.McM1800.lane5.NoIndex.L005	-37.625347	145.57919
894.GV1006.lane5.NoIndex.L005	-37.619704	144.901997
894.C1481.lane5.NoIndex.L005	-37.939848	145.412228
894.OR419.lane3.NoIndex.L003	-37.708936	145.785023
894.YY988.lane5.NoIndex.L005	-37.53966	145.139673
894.SV1401.lane5.NoIndex.L005	-37.827006	145.415048
894.SL838.lane3.NoIndex.L003	-37.681999	145.293841
894.OS455.lane3.NoIndex.L003	-37.673563	145.89612
894.UY1372.lane5.NoIndex.L005	-37.673563	145.89612
894.UY73.lane3.NoIndex.L003	-37.673563	145.89612
894.OS1966.lane2.NoIndex.L002	-37.708936	145.785023
894.OS550.lane3.NoIndex.L003	-37.708936	145.785023
894.UY916.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1876.lane2.NoIndex.L002	-37.53966	145.139673
894.MR326.lane3.NoIndex.L003	-37.625347	145.57919
894.UY100.lane3.NoIndex.L003	-37.673563	145.89612
894.SV1765.lane5.NoIndex.L005	-37.827006	145.415048
894.SV1758.lane5.NoIndex.L005	-37.827006	145.415048
894.OS1917.lane2.NoIndex.L002	-37.708936	145.785023
894.OS555.lane3.NoIndex.L003	-37.708936	145.785023
894.F1561.lane5.NoIndex.L005	-29.53	145.49
894.YY1155.lane5.NoIndex.L005	-37.53966	145.139673
894.MR239.lane3.NoIndex.L003	-37.625347	145.57919
894.OR395.lane3.NoIndex.L003	-37.708936	145.785023
894.OS741.lane3.NoIndex.L003	-37.708936	145.785023
894.SV1766.lane5.NoIndex.L005	-37.827006	145.415048
894.YY1135.lane5.NoIndex.L005	-37.53966	145.139673
894.UY144.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1163.lane5.NoIndex.L005	-37.53966	145.139673
894.OS1706.lane5.NoIndex.L005	-37.708936	145.785023
894.OS528.lane3.NoIndex.L003	-37.708936	145.785023
894.UY932.lane3.NoIndex.L003	-37.673563	145.89612
894.MR502.lane3.NoIndex.L003	-37.625347	145.57919
894.UY65.lane3.NoIndex.L003	-37.673563	145.89612
894.C1516.lane5.NoIndex.L005	-37.939848	145.412228
894.UY793.lane3.NoIndex.L003	-37.673563	145.89612
894.OS1912.lane2.NoIndex.L002	-37.708936	145.785023
894.GV1887.lane2.NoIndex.L002	-37.619704	144.901997
894.GV1013.lane5.NoIndex.L005	-37.619704	144.901997
894.YY1097.lane5.NoIndex.L005	-37.53966	145.139673
894.OS1230.lane5.NoIndex.L005	-37.708936	145.785023
894.MR283.lane3.NoIndex.L003	-37.625347	145.57919
894.F1558.lane5.NoIndex.L005	-29.53	145.49
894.UY645.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1179.lane5.NoIndex.L005	-37.53966	145.139673
894.C1524.lane5.NoIndex.L005	-37.939848	145.412228
894.OS444.lane3.NoIndex.L003	-37.673563	145.89612
894.UY805.lane3.NoIndex.L003	-37.673563	145.89612
894.UY1332.lane5.NoIndex.L005	-37.673563	145.89612
894.SV1293.lane5.NoIndex.L005	-37.827006	145.415048
894.MR499.lane3.NoIndex.L003	-37.625347	145.57919
894.OR352.lane3.NoIndex.L003	-37.708936	145.785023
894.UY41.lane3.NoIndex.L003	-37.673563	145.89612
894.MR287.lane3.NoIndex.L003	-37.625347	145.57919
894.SV1269.lane5.NoIndex.L005	-37.827006	145.415048
894.OS1221.lane5.NoIndex.L005	-37.708936	145.785023
894.OS461.lane3.NoIndex.L003	-37.708936	145.785023
894.UY80.lane3.NoIndex.L003	-37.673563	145.89612
894.OR386.lane3.NoIndex.L003	-37.708936	145.785023
894.OS633.lane3.NoIndex.L003	-37.708936	145.785023
894.YY994.lane5.NoIndex.L005	-37.53966	145.139673
894.OS759.lane3.NoIndex.L003	-37.708936	145.785023
894.UY664.lane3.NoIndex.L003	-37.673563	145.89612
894.OS814.lane3.NoIndex.L003	-37.708936	145.785023
894.OR360.lane3.NoIndex.L003	-37.708936	145.785023
894.YY1640.lane5.NoIndex.L005	-37.53966	145.139673
894.SL885.lane3.NoIndex.L003	-37.681999	145.293841
894.YY1592.lane5.NoIndex.L005	-37.53966	145.139673
894.SV1418.lane5.NoIndex.L005	-37.827006	145.415048
894.SV1394.lane5.NoIndex.L005	-37.827006	145.415048
894.GV1057.lane5.NoIndex.L005	-37.619704	144.901997
894.YY1574.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1588.lane5.NoIndex.L005	-37.53966	145.139673
894.MR278.lane3.NoIndex.L003	-37.625347	145.57919
894.OS578.lane3.NoIndex.L003	-37.708936	145.785023
894.OR390.lane3.NoIndex.L003	-37.708936	145.785023
894.YY1593.lane5.NoIndex.L005	-37.53966	145.139673
894.OS1215.lane5.NoIndex.L005	-37.708936	145.785023
894.F1443.lane5.NoIndex.L005	-29.53	145.49
894.SL875.lane3.NoIndex.L003	-37.681999	145.293841
894.MR210.lane3.NoIndex.L003	-37.625347	145.57919
894.UY722.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1116.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1807.lane5.NoIndex.L005	-37.53966	145.139673
894.SL851.lane3.NoIndex.L003	-37.681999	145.293841
894.UY145.lane3.NoIndex.L003	-37.673563	145.89612
894.OS625.lane3.NoIndex.L003	-37.708936	145.785023
894.UY720.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1120.lane5.NoIndex.L005	-37.53966	145.139673
894.UY731.lane3.NoIndex.L003	-37.673563	145.89612
894.UY82.lane3.NoIndex.L003	-37.673563	145.89612
894.SV1388.lane5.NoIndex.L005	-37.827006	145.415048
894.UY1326.lane5.NoIndex.L005	-37.673563	145.89612
894.SV1387.lane5.NoIndex.L005	-37.827006	145.415048
894.UY135.lane3.NoIndex.L003	-37.673563	145.89612
894.UY36.lane3.NoIndex.L003	-37.673563	145.89612
894.YY991.lane5.NoIndex.L005	-37.53966	145.139673
894.C1487.lane5.NoIndex.L005	-37.939848	145.412228
894.UY1362.lane5.NoIndex.L005	-37.673563	145.89612
894.MR324.lane3.NoIndex.L003	-37.625347	145.57919
894.UY902.lane3.NoIndex.L003	-37.673563	145.89612
894.UY121.lane3.NoIndex.L003	-37.673563	145.89612
894.OS1965.lane2.NoIndex.L002	-37.708936	145.785023
894.MR253.lane3.NoIndex.L003	-37.625347	145.57919
894.OS1261.lane5.NoIndex.L005	-37.708936	145.785023
894.UY651.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1853.lane2.NoIndex.L002	-37.53966	145.139673
894.C1504.lane5.NoIndex.L005	-37.939848	145.412228
894.OR362.lane3.NoIndex.L003	-37.708936	145.785023
894.OS597.lane3.NoIndex.L003	-37.708936	145.785023
894.OS1938.lane2.NoIndex.L002	-37.708936	145.785023
894.SV1314.lane5.NoIndex.L005	-37.827006	145.415048
894.MR294.lane3.NoIndex.L003	-37.625347	145.57919
894.GV1882.lane2.NoIndex.L002	-37.619704	144.901997
894.SV1749.lane5.NoIndex.L005	-37.827006	145.415048
894.UY172.lane3.NoIndex.L003	-37.673563	145.89612
894.SV1550.lane5.NoIndex.L005	-37.827006	145.415048
894.SL834.lane3.NoIndex.L003	-37.681999	145.293841
894.OS744.lane3.NoIndex.L003	-37.708936	145.785023
894.UY802.lane3.NoIndex.L003	-37.673563	145.89612
894.OR353.lane3.NoIndex.L003	-37.708936	145.785023
894.UY1378.lane5.NoIndex.L005	-37.673563	145.89612
894.OS1712.lane5.NoIndex.L005	-37.708936	145.785023
894.UY74.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1145.lane5.NoIndex.L005	-37.53966	145.139673
894.MR195.lane3.NoIndex.L003	-37.625347	145.57919
894.YY961.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1118.lane5.NoIndex.L005	-37.53966	145.139673
894.SV1732.lane5.NoIndex.L005	-37.827006	145.415048
894.GV1061.lane5.NoIndex.L005	-37.619704	144.901997
894.YY1146.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1649.lane5.NoIndex.L005	-37.53966	145.139673
894.MR302.lane3.NoIndex.L003	-37.625347	145.57919
894.OS1935.lane2.NoIndex.L002	-37.708936	145.785023
894.C1483.lane5.NoIndex.L005	-37.939848	145.412228
894.MR516.lane3.NoIndex.L003	-37.625347	145.57919
894.SV1541.lane5.NoIndex.L005	-37.827006	145.415048
894.OS1677.lane5.NoIndex.L005	-37.708936	145.785023
894.C1494.lane5.NoIndex.L005	-37.939848	145.412228
894.F1446.lane5.NoIndex.L005	-29.53	145.49
894.C1482.lane5.NoIndex.L005	-37.939848	145.412228
894.OR348.lane3.NoIndex.L003	-37.708936	145.785023
894.UY56.lane3.NoIndex.L003	-37.673563	145.89612
894.F1434.lane5.NoIndex.L005	-29.53	145.49
894.YY1182.lane5.NoIndex.L005	-37.53966	145.139673
894.MR194.lane3.NoIndex.L003	-37.625347	145.57919
894.MR258.lane3.NoIndex.L003	-37.625347	145.57919
894.SV1760.lane5.NoIndex.L005	-37.827006	145.415048
894.SL867.lane3.NoIndex.L003	-37.681999	145.293841
894.UY46.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1635.lane5.NoIndex.L005	-37.53966	145.139673
894.OS1225.lane5.NoIndex.L005	-37.708936	145.785023
894.UY113.lane3.NoIndex.L003	-37.673563	145.89612
894.OS624.lane3.NoIndex.L003	-37.708936	145.785023
894.MR241.lane3.NoIndex.L003	-37.625347	145.57919
894.YY1161.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1865.lane2.NoIndex.L002	-37.53966	145.139673
894.YY1106.lane5.NoIndex.L005	-37.53966	145.139673
894.MR248.lane3.NoIndex.L003	-37.625347	145.57919
894.MR306.lane3.NoIndex.L003	-37.625347	145.57919
894.OS476.lane3.NoIndex.L003	-37.708936	145.785023
894.SL849.lane3.NoIndex.L003	-37.681999	145.293841
894.YY1812.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1633.lane5.NoIndex.L005	-37.53966	145.139673
894.UY709.lane3.NoIndex.L003	-37.673563	145.89612
894.GV1033.lane5.NoIndex.L005	-37.619704	144.901997
894.SL863.lane3.NoIndex.L003	-37.681999	145.293841
894.C1512.lane5.NoIndex.L005	-37.939848	145.412228
894.MR268.lane3.NoIndex.L003	-37.625347	145.57919
894.F1439.lane5.NoIndex.L005	-29.53	145.49
894.GV1665.lane5.NoIndex.L005	-37.619704	144.901997
894.OS470.lane3.NoIndex.L003	-37.708936	145.785023
894.UY1334.lane5.NoIndex.L005	-37.673563	145.89612
894.OS1268.lane5.NoIndex.L005	-37.708936	145.785023
894.UY676.lane3.NoIndex.L003	-37.673563	145.89612
894.SV1311.lane5.NoIndex.L005	-37.827006	145.415048
894.OS1714.lane5.NoIndex.L005	-37.708936	145.785023
894.UY93.lane3.NoIndex.L003	-37.673563	145.89612
894.OS1693.lane5.NoIndex.L005	-37.708936	145.785023
894.UY1349.lane5.NoIndex.L005	-37.673563	145.89612
894.UY15.lane3.NoIndex.L003	-37.673563	145.89612
894.SV1305.lane5.NoIndex.L005	-37.827006	145.415048
894.UY177.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1863.lane2.NoIndex.L002	-37.53966	145.139673
894.OS1685.lane5.NoIndex.L005	-37.708936	145.785023
894.SL836.lane3.NoIndex.L003	-37.681999	145.293841
894.OS1263.lane5.NoIndex.L005	-37.708936	145.785023
894.MR232.lane3.NoIndex.L003	-37.625347	145.57919
894.OS1229.lane5.NoIndex.L005	-37.708936	145.785023
894.OR412.lane3.NoIndex.L003	-37.708936	145.785023
894.UY171.lane3.NoIndex.L003	-37.673563	145.89612
894.SL832.lane3.NoIndex.L003	-37.681999	145.293841
894.YY1099.lane5.NoIndex.L005	-37.53966	145.139673
894.YY1175.lane5.NoIndex.L005	-37.53966	145.139673
894.OS635.lane3.NoIndex.L003	-37.708936	145.785023
894.OS810.lane3.NoIndex.L003	-37.708936	145.785023
894.MR251.lane3.NoIndex.L003	-37.625347	145.57919
894.SV2010.lane2.NoIndex.L002	-37.827006	145.415048
894.SL882.lane3.NoIndex.L003	-37.681999	145.293841
894.OS737.lane3.NoIndex.L003	-37.708936	145.785023
894.YY1143.lane5.NoIndex.L005	-37.53966	145.139673
894.MR511.lane3.NoIndex.L003	-37.625347	145.57919
894.UY162.lane3.NoIndex.L003	-37.673563	145.89612
894.UY726.lane3.NoIndex.L003	-37.673563	145.89612
894.SV1308.lane5.NoIndex.L005	-37.827006	145.415048
894.UY138.lane3.NoIndex.L003	-37.673563	145.89612
894.OS544.lane3.NoIndex.L003	-37.708936	145.785023
894.SV1744.lane5.NoIndex.L005	-37.827006	145.415048
894.F1457.lane5.NoIndex.L005	-29.53	145.49
894.UY35.lane3.NoIndex.L003	-37.673563	145.89612
894.YY1124.lane5.NoIndex.L005	-37.53966	145.139673
894.OS1946.lane2.NoIndex.L002	-37.708936	145.785023
894.GV1012.lane5.NoIndex.L005	-37.619704	144.901997
894.OS607.lane3.NoIndex.L003	-37.708936	145.785023
894.MR224.lane3.NoIndex.L003	-37.625347	145.57919
894.GV1673.lane5.NoIndex.L005	-37.619704	144.901997
894.MR191.lane3.NoIndex.L003	-37.625347	145.57919
894.SL870.lane3.NoIndex.L003	-37.681999	145.293841
894.SV1990.lane2.NoIndex.L002	-37.827006	145.415048
894.YY1160.lane5.NoIndex.L005	-37.53966	145.139673
894.MR297.lane3.NoIndex.L003	-37.625347	145.57919
894.SV1545.lane5.NoIndex.L005	-37.827006	145.415048
894.OS1969.lane2.NoIndex.L002	-37.708936	145.785023
894.SL855.lane3.NoIndex.L003	-37.681999	145.293841
894.OR420.lane3.NoIndex.L003	-37.708936	145.785023
894.OS465.lane3.NoIndex.L003	-37.708936	145.785023
894.UY767.lane3.NoIndex.L003	-37.673563	145.89612
894.MR327.lane3.NoIndex.L003	-37.625347	145.57919
894.OS1922.lane2.NoIndex.L002	-37.708936	145.785023
894.F1436.lane5.NoIndex.L005	-29.53	145.49
894.YY1180.lane5.NoIndex.L005	-37.53966	145.139673
894.GV1043.lane5.NoIndex.L005	-37.619704	144.901997
894.UY71.lane3.NoIndex.L003	-37.673563	145.89612
894.MR289.lane3.NoIndex.L003	-37.625347	145.57919
894.UY1787.lane5.NoIndex.L005	-37.673563	145.89612
894.SV1774.lane5.NoIndex.L005	-37.827006	145.415048
894.UY105.lane3.NoIndex.L003	-37.673563	145.89612
894.UY173.lane3.NoIndex.L003	-37.673563	145.89612
894.GV1021.lane5.NoIndex.L005	-37.619704	144.901997
