name,distance
MCDB,798.8354701963058
MCDB,865.7144322786424
MCDB,7947.5128261868795
MCDB,10805.14442424984
MCDB,890.334318846092
MCDB,2592.9685685670343
MCDB,964.1787692239759
MCDB,12410.062192747067
MCDB,1998.1910723342073
MCDB,13344.256159434211
MCDB,3697.6677666940172
MCDB,2501.806501627751
MCDB,2053.5972238704667
MCDB,10784.232357142388
MCDB,15688.872458749434
MCDB,3277.193028613416
MCDB,1609.1004613627454
MCDB,9483.527940333368
MCDB,2456.7782021382377
MCDB,1098.9640840445263
MCDB,16300.516827747408
MCDB,1973.088610264393
MCDB,3932.1314120790184
MCDB,689.297864721287
MCDB,13060.131956988285
MCDB,3110.0009543467063
MCDB,7127.704854578353
MCDB,10127.563327810207
MCDB,2397.6239922304308
MCDB,1031.6418573049075
MCDB,2285.5553884404603
MCDB,843.9283738408749
MCDB,512.1427094500974
MCDB,1075.996541172674
MCDB,301.62802452510255
MCDB,2183.4847299888424
MCDB,3631.5326850773536
MCDB,8614.460099547381
MCDB,1258.9050914116785
MCDB,1223.0047435573172
MCDB,9786.962119392805
MCDB,1946.020676273444
MCDB,13152.523174775231
MCDB,15200.86578803368
MCDB,1010.2418620229951
MCDB,14655.362041691897
MCDB,10805.73325071295
MCDB,6213.014264393408
MCDB,813.9857388861543
MCDB,12569.117306607439
MCDB,16625.661068018275
MCDB,1444.5241779617513
MCDB,2642.961191454442
MCDB,16623.034781747887
MCDB,12312.054715278618
MCDB,1098.9640840445263
MCDB,3891.413253828521
MCDB,4018.336016954905
MCDB,1343.9755684804911
MCDB,15167.714677318254
MCDB,2397.6239922304308
MCDB,15751.826534780515
MCDB,12472.716924938688
MCDB,237.95108888677177
MCDB,3591.4442181349473
MCDB,13409.506242347039
MCDB,11859.262727299583
MCDB,969.0487610740812
MCDB,777.9835273732093
MCDB,15162.583254943873
MCDB,13075.813512759385
MCDB,4619.065185224228
MCDB,14052.735541099932
MCDB,2362.0428184278226
MCDB,1668.6357765875691
MCDB,2962.832126440245
MCDB,14951.173121845135
MCDB,8319.455980021483
MCDB,1642.2831962224
MCDB,7861.483822138566
MCDB,824.6557019386063
MCDB,2090.6479145196563
MCDB,1471.9026449694586
MCDB,2585.6450429236247
MCDB,2795.3918484362266
MCDB,4979.404134635058
MCDB,11433.000757457332
MCDB,3905.7151583460077
MCDB,908.4792504567811
MCDB,1479.7295794885752
MCDB,17072.45597921068
MCDB,1714.303669000581
MCDB,13309.42125489167
MCDB,11424.708653938946
MCDB,12088.392895463923
MCDB,2567.4142982538624
MCDB,617.2577501264135
MCDB,12998.40604983711
MCDB,13948.442926094542
MCDB,14982.772007172942
MCDB,9782.968500321853
MCDB,1593.0914613579912
MCDB,3210.2296077906535
MCDB,904.2103505842778
MCDB,12988.916881261135
MCDB,2090.6479145196563
MCDB,2558.911419951632
MCDB,322.56805159877115
MCDB,16621.816532937664
MCDB,358.28246785969304
MCDB,10620.53422155909
MCDB,9126.834493456758
MCDB,12082.103607615476
MCDB,1551.379483162627
MCDB,7570.4320376685055
MCDB,12356.250678529306
MCDB,1921.7008047325037
MCDB,1639.2903575595155
MCDB,731.8317862317955
MCDB,2795.3918484362266
MCDB,1938.2571429770912
MCDB,903.7009685890606
MCDB,13609.884375434909
MCDB,379.6987269454417
MCDB,3540.4489021602653
MCDB,14470.942056796937
MCDB,19139.52018417034
MCDB,14325.863647296015
MCDB,2585.511935781267
MCDB,11397.408788342615
MCDB,15021.1708736827
MCDB,579.6786740676979
MCDB,1428.874970263977
MCDB,6622.860481409158
MCDB,1190.8148979650446
MCDB,12271.381768193178
MCDB,2344.853461302043
MCDB,1486.5245723024059
MCDB,7226.7957562350975
MCDB,1756.5492677417117
MCDB,13715.580547742846
MCDB,3880.289177727079
MCDB,16073.004286538344
MCDB,9794.620956438144
MCDB,1531.765928845095
MCDB,2847.0924194390604
MCDB,2437.5463956250983
MCDB,2555.919560096394
MCDB,2228.8722837559217
MCDB,2150.5955011758942
MCDB,222.673079376153
MCDB,2281.63499983622
MCDB,10866.963128852718
MCDB,2685.266412363031
MCDB,8107.626861529359
MCDB,13360.844349153336
MCDB,1300.2950913250058
MCDB,10930.509140748714
MCDB,12166.149224573943
MCDB,1470.6722628473613
MCDB,5683.351472279988
MCDB,12471.341863963054
MCDB,610.5311505487732
MCDB,14017.905684797488
MCDB,2884.425874862209
MCDB,731.8317862317955
MCDB,1076.571960893868
MCDB,11271.67815291324
MCDB,340.6710149397411
MCDB,1912.9478477273744
MCDB,9771.57714665801
MCDB,13339.719829719254
MCDB,10342.865190941831
MCDB,3006.957084282541
MCDB,12749.381488390345
MCDB,1052.0417664442264
MCDB,1683.592435947617
MCDB,1026.6034626120306
MCDB,1343.9755684804911
MCDB,9126.406100256485
MCDB,7684.227916951823
MCDB,13169.710320757154
MCDB,1125.730173413967
MCDB,2605.403513086361
MCDB,1381.6029424773596
MCDB,17093.633021908885
MCDB,13225.238535330904
MCDB,10847.74443741814
MCDB,513.3136037082996
MCDB,1446.249788815779
MCDB,2723.978035539667
MCDB,14035.838035227467
MCDB,937.3511131968193
MCDB,7715.30417228855
MCDB,462.23839777139176
MCDB,3139.0956572651744
MCDB,11789.054071856137
MCDB,8420.882157619055
MCDB,9542.284403667336
MCDB,13004.932187150896
MCDB,10733.263995933241
MCDB,10805.73325071295
MCDB,1927.7550634363322
MCDB,11894.136071161463
MCDB,12490.522065197103
MCDB,1681.8610516735378
MCDB,14715.286401358237
MCDB,1087.011735664784
MCDB,2067.3587066362934
MCDB,533.7824950820362
MCDB,951.1251067146459
MCDB,2062.286268565993
MCDB,16697.222129378697
MCDB,1098.9640840445263
MCDB,11087.548740224209
MCDB,16391.672800413202
MCDB,8133.758031602849
MCDB,10805.73325071295
MCDB,14657.634603037259
MCDB,1800.2914269405446
MCDB,2574.124999722377
MCDB,980.3299363984569
MCDB,1280.3400210528864
MCDB,10602.567101317869
MCDB,10493.254949943877
MCDB,184.34928712221017
MCDB,12874.932680804948
MCDB,556.7239903660321
MCDB,521.9600300531284
MCDB,4428.5212948856415
MCDB,2755.6911809296166
MCDB,9842.094942554582
MCDB,10835.360223784988
MCDB,11744.004242935009
MCDB,1170.1599607448416
MCDB,10422.379276964493
MCDB,6618.56083916043
MCDB,545.7040242854027
MCDB,10885.070466430569
MCDB,66.42449652725551
MCDB,12720.703802268943
MCDB,3194.480874279416
MCDB,2958.0093539607965
MCDB,11953.578079162648
MCDB,5602.176169678687
MCDB,387.044365771369
MCDB,873.6681290828783
MCDB,6862.263422432242
MCDB,17009.564470003043
MCDB,10873.793255539713
MCDB,10409.915926965996
MCDB,1115.4748852592145
MCDB,1276.0403837424665
MCDB,8911.04225041923
MCDB,17040.87342950686
MCDB,11045.773950191024
MCDB,13571.807485368472
MCDB,1366.735112784824
MCDB,1811.1564410428152
MCDB,5361.112734250959
MCDB,10019.00755779884
MCDB,10803.215210088434
MCDB,2190.6931453407824
MCDB,627.7749702908824
MCDB,11862.809538318033
MCDB,3098.713604714648
MCDB,1290.526290571244
MCDB,1368.1234055902648
MCDB,2228.8722837559217
MCDB,9934.774433946064
MCDB,12548.277031567213
MCDB,6314.969881953955
MCDB,1616.8094166742837
MCDB,1800.7282503833487
MCDB,1348.783574453745
MCDB,8052.8752711920515
MCDB,1827.1225724811634
MCDB,2704.902578661062
MCDB,777.9835273732093
MCDB,1083.5773826561447
MCDB,11108.796577952613
MCDB,13455.254581666411
MCDB,13412.981308666924
MCDB,2306.854478024226
MCDB,658.6832066608854
MCDB,127.39333292042632
MCDB,13981.994677512814
MCDB,14052.735541099932
MCDB,1966.3505835900212
MCDB,654.627286800283
MCDB,10496.853589853603
MCDB,10947.768805693482
MCDB,1097.8691186583276
MCDB,709.2809897474116
MCDB,532.1004128602247
MCDB,139.58714787448739
MCDB,3013.2766058102743
MCDB,13200.83775556115
MCDB,6232.256334043156
MCDB,1070.8895022911008
MCDB,12830.17606397553
MCDB,667.012008522812
MCDB,1980.168826923436
MCDB,4263.610209673739
MCDB,985.1514184951253
MCDB,15019.929897012342
MCDB,450.48751610949324
MCDB,470.49142063055234
MCDB,484.98828033888896
MCDB,1516.4546773779439
MCDB,11206.316713521119
MCDB,9466.759034715793
MCDB,3234.8463585176337
MCDB,11117.35288530582
MCDB,13443.919145546419
MCDB,440.2576093180421
MCDB,781.5289994043565
MCDB,1098.9640840445263
MCDB,2592.009348609282
MCDB,16522.836574152894
MCDB,6748.4233328791615
MCDB,13393.610540404181
MCDB,723.564213100945
MCDB,11517.487396832412
MCDB,14476.3210953377
MCDB,766.8151684780752
MCDB,522.2119735082429
MCDB,11283.493481865478
MCDB,5579.883997110528
MCDB,1795.8251671574142
MCDB,1528.6981419020951
MCDB,5402.173186476725
MCDB,408.911259969981
MCDB,450.48751610949324
MCDB,1253.8769021460803
MCDB,14970.719427069502
MCDB,2126.427110825371
MCDB,1620.0007793709276
MCDB,1669.5131470654583
MCDB,2117.3044328946753
MCDB,10805.14442424984
MCDB,13552.558998435145
MCDB,7399.755815261629
MCDB,2121.9104850081944
MCDB,4446.785902285315
MCDB,15430.501602422664
MCDB,266.5481717416711
MCDB,16791.315744760217
MCDB,528.0758555831
MCDB,1058.567378777655
MCDB,2340.6827865521827
MCDB,6080.54165487083
MCDB,42.005574877674796
MCDB,12793.025397252935
MCDB,14002.719982776423
MCDB,1528.8932325145906
MCDB,2948.968221091274
MCDB,2360.1653296714503
MCDB,204.7441396342231
MCDB,10875.45999100605
MCDB,641.7601270644417
MCDB,2390.8010447192783
MCDB,388.12236925372395
MCDB,1545.6819020240532
MCDB,574.5639510414213
MCDB,1882.0264902683616
MCDB,3265.8589336575137
MCDB,12618.09983952668
MCDB,1907.5489519545874
MCDB,528.7330151570112
MCDB,14074.319728008686
MCDB,263.63354066990667
MCDB,12992.256286191869
MCDB,711.7152378381414
MCDB,2362.717407563286
