Site_ID,Latitude,Longitude
1225,46.66,-119.519444
1226,46.66,-119.519444
1227,46.66,-119.519444
1228,46.66,-119.519444
1229,1.376667,10.144444
1230,-1.9,23.45
1231,-2.525833,9.9975
1232,-2.525833,9.9975
1233,-2.525833,9.9975
1234,-2.525833,9.9975
1235,-2.525833,9.9975
1236,-2.525833,9.9975
1237,-2.525833,9.9975
1238,-2.525833,9.9975
1239,-2.525833,9.9975
1240,40.086111,-79.979167
1241,40.086111,-79.979167
1242,9.094167,-69.096944
1243,9.094167,-69.096944
1244,9.094167,-69.096944
1245,9.094167,-69.096944
1246,19.568275,-104.123281
1247,19.568275,-104.123281
1248,39.948283,-121.038192
1249,32.51335,-106.820567
1250,-7.770621,-51.961944
1251,47.114369,-122.564587
1252,2.975016,102.307173
1253,2.975016,102.307173
1254,2.975016,102.307173
1255,2.975016,102.307173
1256,2.975016,102.307173
1257,2.975016,102.307173
1258,47.43047,-96.500399
1259,47.43047,-96.500399
1260,47.315827,-95.961972
1261,47.529448,-96.685652
1262,33.07647,-105.713081
1263,35.987117,-115.370128
1264,32.108567,-110.883767
1265,43,101
1266,44,99
1267,43,107
1268,49.666667,-119.883333
1269,49.666667,-119.883333
1270,49.666667,-119.883333
1271,46.88655,-122.676756
1272,46.88655,-122.676756
1273,41.666667,-104.333333
1274,41.666667,-104.333333
1275,41.666667,-104.333333
1276,41.666667,-104.333333
1277,41.666667,-104.333333
1278,41.666667,-104.333333
1279,41.666667,-104.333333
1280,40.175,-91.8
1281,40.175,-91.8
1282,40.175,-91.8
1283,40.175,-91.8
1284,39.866667,-92.483333
1285,40.175,-91.8
1286,39.733333,-92.858333
1287,39.741667,-92.483333
1288,42.077778,-122.461111
1289,42.077778,-122.461111
1290,42.077778,-122.461111
1291,42.077778,-122.461111
1292,38.630032,-79.817545
1293,38.630032,-79.817545
1294,38.630032,-79.817545
1295,38.630032,-79.817545
1296,34.633333,-98.5
1297,34.633333,-98.5
1298,33.803855,-117.260226
1299,36.491667,-121.183333
1300,34.094356,-119.0116
1301,55.809542,26.164878
1302,-26.220984,32.001109
1303,0.412497,37.257729
1304,0.412497,37.257729
1305,0.412497,37.257729
1306,0.412497,37.257729
1307,50.716667,-120.416667
1308,50.716667,-120.416667
1309,50.716667,-120.416667
1310,7.400293,-62.822759
1311,7.400293,-62.822759
1312,7.400293,-62.822759
1313,7.400293,-62.822759
1314,7.400293,-62.822759
1315,7.400293,-62.822759
1316,7.400293,-62.822759
1317,7.400293,-62.822759
1318,7.400293,-62.822759
1319,7.400293,-62.822759
1320,4.198371,114.042873
1321,48.883333,16.45
1322,48.883333,16.45
1323,48.883333,16.45
1324,48.883333,16.45
1325,48.883333,16.45
1326,48.883333,16.45
1327,48.883333,16.45
1328,48.883333,16.45
1329,33.996136,-96.367697
1330,33.996136,-96.367697
1331,33.996136,-96.367697
1332,33.996136,-96.367697
1333,33.996136,-96.367697
1334,33.996136,-96.367697
1335,-6.996503,31.101522
1336,-6.996503,31.101522
1337,52.481644,-105.075779
1338,52.481644,-105.075779
1339,52.481644,-105.075779
1340,52.481644,-105.075779
1341,46.642616,-71.128553
1342,46.642616,-71.128553
1343,46.642616,-71.128553
1344,6.025854,116.322894
1345,-15.932778,-47.850556
1346,-15.932778,-47.850556
1347,-6.996503,31.101522
1348,-26.13333,31.133333
1349,-26.55,31.266667
1350,-26.616667,31.133333
1351,-26.483333,31.96667
1352,-26.766667,31.9
1353,-25.966667,31.716667
1354,3.616667,-53.2
1355,3.616667,-53.2
1356,3.616667,-53.2
1357,-32.5,-60
1358,43.9375,-73.0875
1359,43.9375,-73.0875
1360,43.9375,-73.0875
1361,48.675346,20.565073
1362,36.13486,-97.223769
1363,36.700918,-95.554364
1364,36.938664,-94.843489
1365,36.938664,-94.843489
1366,45.258294,17.388014
1367,-39.916692,-71.416675
1368,-39.916692,-71.416675
1369,-39.916692,-71.416675
1370,-39.916692,-71.416675
1371,-39.916692,-71.416675
1372,7.333333,4.116667
1373,7.466667,4.566667
1374,7.766663,4.566667
1375,8.133332,4.266668
1376,8.5,4.55
1377,3.108397,101.817
1378,3.108397,101.817
1379,3.108397,101.817
1380,3.108397,101.817
1381,-34.586903,-68.143142
1382,-34.586903,-68.143142
1383,-34.586903,-68.143142
1384,-34.586903,-68.143142
1385,-12.71667,132.6
1386,-12.71667,132.6
1387,1.416667,28.583333
1388,1.416667,28.583333
1389,1.416667,28.583333
1390,1.416667,28.583333
1391,10.568586,77.277478
1392,10.568586,77.277478
1393,10.568586,77.277478
1394,-16.067423,-47.915079
1395,-33.383333,-70.516667
1396,40.876564,-77.836728
1397,40.876564,-77.836728
1398,43.838278,-110.367422
1399,35.801975,-106.51069
1400,35.807193,-106.506315
1401,35.21265,-106.44107
1402,35.196537,-106.417546
1403,40.013319,-77.441449
1404,39.994812,-77.434237
1405,39.995638,-77.418214
1406,-21.510472,16.729222
1407,-21.598042,16.945413
1408,5.9,-0.116667
1409,5.75,-0.133333
1410,5.75,-0.133333
1411,5.883333,0.05
1412,5.883333,0.05
1413,5.95,0.066667
1414,5.95,0.066667
1415,6.133333,0.066667
1416,6.133333,0.066667
1417,11.439924,107.415229
1418,11.428222,107.424385
1419,-14.663914,-66.289812
1420,-14.663914,-66.289812
1421,-14.663914,-66.289812
1422,53.957413,-1.08195
1423,53.957413,-1.08195
1424,53.957413,-1.08195
1425,38.277208,-79.732176
1426,38.277208,-79.732176
1427,38.277208,-79.732176
1428,38.277208,-79.732176
1429,38.277208,-79.732176
1430,38.277208,-79.732176
1431,38.277208,-79.732176
1432,38.437447,-109.938185
1433,38.437447,-109.938185
1434,38.437447,-109.938185
1435,38.437447,-109.938185
1436,-4.916667,73.66667
1437,-4.5,73.416667
1438,41.95959088,-70.06766564
1439,41.95465176,-70.06124858
1440,41.97734351,-70.05394862
1441,41.94707531,-70.07596225
1442,41.81976568,-69.96342804
1443,41.94358761,-70.05485218
1444,42.01735277,-70.04680679
1445,42.02307838,-70.05396686
1446,41.90314337,-69.97595314
1447,42.05351151,-70.11304411
1448,38.142817,-93.339719
1449,38.142817,-93.339719
1450,38.142817,-93.339719
1451,38.142817,-93.339719
1452,38.142817,-93.339719
1453,38.142817,-93.339719
1454,38.033333,-75.26667
1455,38.033333,-75.26667
1456,38.033333,-75.26667
1457,38.033333,-75.26667
1458,38.033333,-75.26667
1459,15.39359,99.258551
1460,15.39359,99.258551
1461,55.13333,25.33333
1462,55.13333,25.33333
1463,55.13333,25.33333
1464,55.13333,25.33333
1465,47.831161,-123.677319
1466,47.831161,-123.677319
1467,47.831161,-123.677319
1468,44.389617,-123.710936
1469,44.389617,-123.710936
1470,44.389617,-123.710936
1471,44.389617,-123.710936
1472,44.389617,-123.710936
1473,44.389617,-123.710936
1474,44.173608,-122.182636
1475,44.173608,-122.182636
1476,44.173608,-122.182636
1477,44.173608,-122.182636
1478,44.173608,-122.182636
1479,44.173608,-122.182636
1480,44.173608,-122.182636
1481,44.173608,-122.182636
1482,44.173608,-122.182636
1483,44.173608,-122.182636
1484,44.173608,-122.182636
1485,44.173608,-122.182636
1486,33.933378,-111.59214
1487,33.933378,-111.59214
1488,33.933378,-111.59214
1489,33.933378,-111.59214
1490,36.916661,102.583321
1491,36.916661,102.583321
1492,36.916661,102.583321
1493,36.916661,102.583321
1494,36.916661,102.583321
1495,36.916661,102.583321
1496,36.916661,102.583321
1497,38.61666,100.350008
1498,38.61666,100.350008
1499,38.61666,100.350008
1500,38.61666,100.350008
1501,38.61666,100.350008
1502,38.61666,100.350008
1503,38.61666,100.350008
1504,39.499995,98.16668
1505,39.499995,98.16668
1506,39.499995,98.16668
1507,39.499995,98.16668
1508,39.499995,98.16668
1509,39.499995,98.16668
1510,39.499995,98.16668
1511,40.882045,-118.054296
1512,40.246852,-118.318688
1513,40.276467,-118.859474
1514,40.039934,-118.469369
1515,39.281348,-118.422752
1516,38.201108,-118.1029
1517,37.855243,-118.076229
1518,36.508673,-117.947501
1519,34.885195,-117.86195
1520,34.910822,-115.731109
1521,33.737342,-116.187333
1522,32.9937,-115.08162
1523,33.275425,-116.314848
1524,41.325913,-114.092264
1525,40.135437,-113.398532
1526,38.624421,-115.476015
1527,37.047485,-112.526314
1528,38.064078,-118.950532
1529,32.725274,-114.504087
1530,32.726067,-114.454554
1531,32.725895,-114.355584
1532,33.034998,-112.979697
1533,32.969697,-112.973754
1534,32.742555,-112.800284
1535,32.879065,-111.639312
1536,32.806545,-111.756898
1537,32.715959,-111.756898
1538,31.90842,-109.020531
1539,31.916675,-109.070445
1540,31.923226,-109.160037
1541,39.534387,-113.936604
1542,32.729843,-109.762165
1543,32.751628,-109.693464
1544,32.65274,-109.71475
1545,31.888928,-108.80723
1546,40.727209,-118.174192
1547,41.088728,-117.723165
1548,31.94722,-108.803802
1549,32.404346,-110.453692
1550,32.404346,-110.453692
1551,32.492374,-106.807927
1552,32.548213,-106.836846
1553,32.419864,-111.423033
1554,39.909827,-119.761737
1555,34.061026,-116.310236
1556,33.27849,-111.156817
1557,33.27849,-111.156817
1558,33.27849,-111.156817
1559,33.27849,-111.156817
1560,33.27849,-111.156817
1561,33.27849,-111.156817
1562,33.27849,-111.156817
1563,33.27849,-111.156817
1564,33.27849,-111.156817
1565,33.27849,-111.156817
1566,33.27849,-111.156817
1567,32.404346,-110.453692
1568,32.404346,-110.453692
1569,32.404346,-110.453692
1570,32.404346,-110.453692
1571,32.404346,-110.453692
1572,32.404346,-110.453692
1573,32.404346,-110.453692
1574,32.404346,-110.453692
1575,32.404346,-110.453692
1576,32.404346,-110.453692
1577,32.404346,-110.453692
1578,32.404346,-110.453692
1579,32.404346,-110.453692
1580,32.404346,-110.453692
1581,31.98625,-109.141331
1582,41.813801,-109.812918
1583,41.813801,-109.812918
1584,39.620866,-108.656286
1585,39.606068,-108.658991
1586,39.590274,-108.63285
1587,41.843632,-112.865725
1588,41.843632,-112.865725
1589,41.899927,-112.998462
1590,41.899927,-112.998462
1591,41.839888,-113.017302
1592,43.20019,-116.361447
1593,43.189598,-116.404435
1594,36.45663601,-117.2186279
1595,37.36579147,-117.3394775
1596,36.5140512,-117.1746826
1597,36.5140512,-117.1746826
1598,36.83401954,-117.1705627
1599,36.83401954,-117.1705627
1600,36.847589,-117.050236
1601,36.82883,-117.032211
1602,36.5140512,-117.1746826
1603,36.5140512,-117.1746826
1604,36.5140512,-117.1746826
1605,37.00049,-117.343681
1606,36.873555,-116.996452
1607,36.746336,-117.080897
1608,36.45663601,-117.2186279
1609,36.45663601,-117.2186279
1610,36.97846,-117.056918
1611,36.980271,-117.019527
1612,36.965343,-117.000143
1613,36.5140512,-117.1746826
1614,36.5140512,-117.1746826
1615,36.95107,-117.112956
1616,36.5140512,-117.1746826
1617,40.2236133,-112.3929696
1618,40.0778147,-112.4878268
1619,40.0633074,-112.411938
1620,43.265708,-118.844213
1621,43.265708,-118.844213
1622,43.265708,-118.844213
1623,43.265708,-118.844213
1624,29.266667,-103.3
1625,29.266667,-103.3
1626,29.266667,-103.3
1627,29.266667,-103.3
1628,29.266667,-103.3
1629,29.266667,-103.3
1630,29.266667,-103.3
1631,29.266667,-103.3
1632,29.266667,-103.3
1633,29.266667,-103.3
1634,29.266667,-103.3
1635,29.266667,-103.3
1636,29.266667,-103.3
1637,30.357962,-103.662938
1638,30.357962,-103.662938
1639,30.357962,-103.662938
1640,30.357962,-103.662938
1641,30.357962,-103.662938
1642,30.357962,-103.662938
1643,30.357962,-103.662938
1644,30.435444,-103.109054
1645,30.435444,-103.109054
1646,30.435444,-103.109054
1647,NULL,NULL
1648,32.419864,-111.423033
1649,32.337772,-111.498969
1650,35.117246,-118.318613
1651,35.098671,-118.166865
1652,35.12631,-117.890056
1653,35.475418,-117.611868
1654,35.379513,-117.52719
1655,35.003544,-117.420064
1656,34.099034,-116.154976
1657,47.078411,-118.498861
1658,47.078411,-118.498861
1659,47.078411,-118.498861
1660,46.777597,-118.034204
1661,46.777597,-118.034204
1662,46.879033,-117.400204
1663,46.879033,-117.400204
1664,46.879033,-117.400204
1665,46.879033,-117.400204
1666,46.879033,-117.400204
1667,46.879033,-117.400204
1668,46.879033,-117.400204
1669,46.886798,-116.526277
1670,46.886798,-116.526277
1671,46.886798,-116.526277
1672,46.886798,-116.526277
1673,46.886798,-116.526277
1674,46.886798,-116.526277
1675,46.886798,-116.526277
1676,46.886798,-116.526277
1677,46.886798,-116.526277
1678,46.886798,-116.526277
1679,46.879033,-117.400204
1680,46.879033,-117.400204
1681,46.347282,-119.444281
1682,46.347282,-119.444281
1683,46.347282,-119.444281
1684,46.347282,-119.444281
1685,37.095278,-113.578056
1686,37.095278,-113.578056
1687,37.095278,-113.578056
1688,37.095278,-113.578056
1689,37.095278,-113.578056
1690,37.095278,-113.578056
1691,37.095278,-113.578056
1692,37.095278,-113.578056
1693,37.095278,-113.578056
1694,37.095278,-113.578056
1695,37.095278,-113.578056
1696,37.095278,-113.578056
1697,37.095278,-113.578056
1698,37.095278,-113.578056
1699,37.095278,-113.578056
1700,32.14451348,-113.0496597
1701,32.14015296,-113.0434799
1702,32.1267794,-113.0359268
1703,32.1157302,-113.0256271
1704,31.94050926,-113.0098343
1705,31.9408006,-112.997818
1706,31.93846984,-112.9909515
1707,31.93526494,-112.9734421
1708,32.07210186,-112.7262497
1709,32.05697251,-112.7245331
1710,32.03631108,-112.7228165
1711,32.02175798,-112.7156067
1712,32.00312664,-112.7083969
1713,31.95157962,-112.8622055
1714,31.95041439,-112.868042
1715,31.94633593,-112.8810883
1716,31.858056,-112.740278
1717,32.19798556,-112.8381729
1718,32.890952,-114.910975
1719,NULL,NULL
1720,NULL,NULL
1721,33.251332,-115.004456
1722,42.663378,-118.908736
1723,41.119088,-117.721382
1724,10.066667,-66.45
1725,8.55,-67.6
1726,8.55,-67.6
1727,8.55,-67.6
1728,8.55,-67.6
1729,8.55,-67.6
1730,37.308736,-88.966265
1731,-11.9,-71.366667
1732,-11.9,-71.366667
1733,-11.9,-71.366667
1734,-11.9,-71.366667
1735,-20.516667,-41
1736,-20.516667,-41
1737,-20.516667,-41
1738,-20.516667,-41
1739,-20.516667,-41
1740,33.633415,-117.024238
1741,32.599459,-116.877744
1742,23.061667,-99.205
1743,23.061667,-99.205
1744,23.061667,-99.205
1745,23.061667,-99.205
1746,38.047623,-81.6779
1747,38.047623,-81.6779
1748,38.047623,-81.6779
1749,38.047623,-81.6779
1750,39.44568,-87.239546
1751,39.44568,-87.239546
1752,39.44568,-87.239546
1753,39.44568,-87.239546
1754,32.684186,-94.132218
1755,32.684186,-94.132218
1756,32.684186,-94.132218
1757,32.684186,-94.132218
1758,39.618535,-93.23729
1759,39.618535,-93.23729
1760,39.618535,-93.23729
1761,39.618535,-93.23729
1762,39.618535,-93.23729
1763,42.370234,-123.777474
1764,42.370234,-123.777474
1765,42.370234,-123.777474
1766,42.370234,-123.777474
1767,42.370234,-123.777474
1768,42.370234,-123.777474
1769,37.2573,-112.9614
1770,37.21461,-112.9626
1771,37.2539,-112.9798
1772,37.1968,-110.8815
1773,37.293016,-110.865
1774,37.29458,-110.70063
1775,37.2581,-110.8386
1776,37.57053,-110.57704
1777,-15.933333,-47.716667
1778,44,-74.216667
1779,40.190609,-92.648172
1780,40.190609,-92.648172
1781,49.166667,-88.75
1782,49.166667,-88.75
1783,49.166667,-88.75
1784,49.166667,-88.75
1785,49.166667,-88.75
1786,49.166667,-88.75
1787,41.81161,-111.680332
1788,35.636111,-83.736111
1789,35.272222,-82.886944
1790,49.099151,-83.119605
1791,-7.770556,-51.961944
1792,36.101237,-115.021732
1793,36.101237,-115.021732
1794,36.101237,-115.021732
1795,36.101237,-115.021732
1796,36.101237,-115.021732
1797,36.101237,-115.021732
1798,33.8,-95.55
1799,33.8,-95.55
1800,33.8,-95.55
1801,33.8,-95.55
1802,33.8,-95.55
1803,33.8,-95.55
1804,33.8,-95.55
1805,33.8,-95.55
1806,49.49712,-80.659278
1807,49.49712,-80.659278
1808,49.49712,-80.659278
1809,49.49712,-80.659278
1810,-12.809167,-69.345556
1811,-12.809167,-69.345556
1812,-13.136111,-69.611111
1813,-13.136111,-69.611111
1814,31.58513,-110.34426
1815,55.53836,-127.641169
1816,55.53836,-127.641169
1817,55.53836,-127.641169
1818,55.53836,-127.641169
1819,-13.136111,-69.611111
1820,39.4,-79.65
1821,39.433333,-79.666667
1822,39.4,-79.7
1823,38.440673,-112.629524
1824,38.162242,-112.610199
1825,45.916667,-66.666667
1826,45.916667,-66.666667
1827,45.916667,-66.666667
1828,45.916667,-66.666667
1829,45.916667,-66.666667
1830,45.916667,-66.666667
1831,45.916667,-66.666667
1832,30.613254,-96.33929
1833,30.613254,-96.33929
1834,49.115965,-81.364002
1835,49.115965,-81.364002
1836,29.196425,-83.020005
1837,29.196425,-83.020005
1838,31.628878,-110.175094
1839,31.628878,-110.175094
1840,31.628878,-110.175094
1841,41.947081,-82.513834
1842,41.947081,-82.513834
1843,41.947081,-82.513834
1844,41.947081,-82.513834
1845,41.947081,-82.513834
1846,41.947081,-82.513834
1847,41.947081,-82.513834
1848,26.071434,-97.990937
1849,26.071434,-97.990937
1850,26.071434,-97.990937
1851,26.071434,-97.990937
1852,26.071434,-97.990937
1853,26.071434,-97.990937
1854,32.55,-88.533333
1855,32.55,-88.533333
1856,32.55,-88.533333
1857,34.16926,-117.194925
1858,34.763697,-115.698125
1859,35.258566,-115.308437
1860,35.519167,-115.583889
1861,36.576308,-117.343306
1862,36.883352,-117.093885
1863,35.054444,-115.46
1864,35.165556,-115.401667
1865,35.440556,-115.528333
1866,35.519167,-115.583889
1867,36.2325,-117.067222
1868,35.964027,-97.22849
1869,45.074279,-84.140314
1870,45.074279,-84.140314
1871,45.074279,-84.140314
1872,45.074279,-84.140314
1873,45.074279,-84.140314
1874,45.074279,-84.140314
1875,40.561002,-113.106915
1876,40.561002,-113.106915
1877,41.654492,-104.656182
1878,41.654492,-104.656182
1879,41.654492,-104.656182
1880,35.049476,-120.618778
1881,35.049476,-120.618778
1882,35.049476,-120.618778
1883,35.049476,-120.618778
1884,35.049476,-120.618778
1885,35.049476,-120.618778
1886,35.049476,-120.618778
1887,35.049476,-120.618778
1888,35.049476,-120.618778
1889,35.049476,-120.618778
1890,35.049476,-120.618778
1891,35.049476,-120.618778
1892,35.049476,-120.618778
1893,35.049476,-120.618778
1894,35.049476,-120.618778
1895,41.631986,-111.663487
1896,40.420134,-109.244569
1897,40.420134,-109.244569
1898,40.420134,-109.244569
1899,40.420134,-109.244569
1900,40.420134,-109.244569
1901,40.420134,-109.244569
1902,40.420134,-109.244569
1903,40.420134,-109.244569
1904,-3.966667,-73.416667
1905,32.78265638,-106.3394165
1906,34.973673,-106.696181
1907,33.629595,-116.450069
1908,33.629595,-116.450069
1909,33.629595,-116.450069
1910,31.937464,-109.080589
1911,29.5375,-81.74667
1912,29.5375,-81.74667
1913,29.5375,-81.74667
1914,19.533333,-105.033333
1915,19.533333,-105.033333
1916,44.791667,-72.582778
1917,40.211794,-79.199109
1918,47.915138,-90.836761
1919,47.915138,-90.836761
1920,31.565774,-108.781992
1921,39.432033,-120.241231
1922,45.056268,-96.200698
1923,44.889688,-92.85771
1924,47.34168,-96.531309
1925,39.100359,-96.608255
1926,33.629595,-116.450069
1927,33.629595,-116.450069
1928,33.629595,-116.450069
1929,33.629595,-116.450069
1930,19.533333,-105.033333
1931,19.533333,-105.033333
1932,19.533333,-105.033333
1933,19.533333,-105.033333
1934,19.533333,-105.033333
1935,31.565774,-108.781992
1936,31.565774,-108.781992
1937,31.565774,-108.781992
1938,31.565774,-108.781992
1939,31.565774,-108.781992
1940,31.565774,-108.781992
1941,31.565774,-108.781992
1942,31.565774,-108.781992
1943,31.565774,-108.781992
1944,31.939177,-109.083237
1945,16.6,-16.43
1946,9.84,-11.04
1947,9.84,-11.04
1948,9.84,-11.04
1949,9.84,-11.04
1950,10.06,-10.59
1951,10.06,-10.59
1952,10.06,-10.59
1953,10.06,-10.59
1954,10,-10.97
1955,10,-10.97
1956,10,-10.97
1957,13.0259,-13.2946
1958,13.0356,-13.0821
1959,13.3159,-13.2839
1960,13.2608,-13.2023
1961,-33.1166,26.7
1962,-33.1,26.6666
1963,-33.1166,26.6833
1964,-33.1333,26.7166
1965,-33.0833,26.7666
1966,-33.0666,26.7666
1967,-33.083,26.7666
1968,-33.1333,26.65
1969,-33.0833,26.7666
1970,-33.0833,26.75
1971,-33.0833,26.7833
1972,-33.0833,26.75
1973,-33.0833,26.7666
1974,-33.1166,26.7666
1975,-33.1166,26.7666
1976,-33.1166,26.7166
1977,-33.1166,26.7166
1978,9.06,2.06
1979,9.06,2.06
1980,9.06,2.06
1981,9.02,2.06
1982,9.02,2.06
1983,9.02,2.06
1984,8.2,1.41
1985,8.2,1.41
1986,8.2,1.41
1987,8.17,1.45
1988,8.17,1.45
1989,8.17,1.45
1990,-35.928,145.2926
1991,-36.4018,146.5399
1992,-37.474082,149.592
1993,22.775496,41.219397
1994,9.074056,-11.721694
1995,9.096417,-11.730444
1996,9.093028,-11.7235
1997,9.396111,-11.72975
1998,9.161417,-11.709417
1999,-17.518051,145.619771
2000,-17.518051,145.619771
